Match Gap,Month,Date,Date_Converted,MathType,Season,HomeAway,Team_Name,Team,TeamRanking,Home,Home_Ranking,Away,Away_Ranking,FinalScore,ScoreGoal,GetGoal,Results,PreScoreGoal,PrePreScoreGoal,PreGetGoal,PrePreGetGoal,Ramos_Position,RamosTime,RamosGoal,RamosAss
4,12,2012. 12. 12,"Dec 12, 2012",2,12/13,1,Celta de Vigo,20,21,Celta de Vigo,Celta de Vigo,Real Madrid,Real Madrid,2:1,1,2,2,3,4,2,1,on the bench,90,0,0
4,12,2012. 12. 16,"Dec 16, 2012",1,12/13,0,RCD Espanyol Barcelona,60,19,Real Madrid,Real Madrid  (3.),RCD Espanyol Barcelona,Espanyol  (19.),2:2,2,2,1,1,3,2,2,CB,0,0,0
6,12,2012. 12. 22,"Dec 22, 2012",1,12/13,1,Málaga CF,48,4,Málaga CF,Málaga CF  (4.),Real Madrid,Real Madrid  (3.),3:2,2,3,2,2,1,2,2,CB,90,0,0
15,1,2013. 1. 6,"Jan 6, 2013",1,12/13,0,Real Sociedad,64,7,Real Madrid,Real Madrid  (3.),Real Sociedad,Real Sociedad  (7.),4:3,4,3,0,2,2,3,2,Yellow card suspension,90,0,0
3,1,2013. 1. 9,"Jan 9, 2013",2,12/13,0,Celta de Vigo,20,21,Real Madrid,Real Madrid,Celta de Vigo,Celta de Vigo,4:0,4,0,0,4,2,3,3,CB,0,0,0
3,1,2013. 1. 12,"Jan 12, 2013",1,12/13,1,CA Osasuna,14,20,CA Osasuna,CA Osasuna  (20.),Real Madrid,Real Madrid  (3.),0:0,0,0,1,4,4,0,3,Suspension through sports court,72,0,0
3,1,2013. 1. 15,"Jan 15, 2013",2,12/13,0,Valencia CF,87,21,Real Madrid,Real Madrid,Valencia CF,Valencia,2:0,2,0,0,0,4,0,0,Indirect card suspension,0,0,0
5,1,2013. 1. 20,"Jan 20, 2013",1,12/13,1,Valencia CF,87,7,Valencia CF,Valencia  (7.),Real Madrid,Real Madrid  (3.),0:5,5,0,0,2,0,0,0,Suspension through sports court,0,0,0
3,1,2013. 1. 23,"Jan 23, 2013",2,12/13,1,Valencia CF,87,21,Valencia CF,Valencia,Real Madrid,Real Madrid,1:1,1,1,1,5,2,0,0,Suspension through sports court,0,0,0
4,1,2013. 1. 27,"Jan 27, 2013",1,12/13,0,Getafe CF,37,11,Real Madrid,Real Madrid  (3.),Getafe CF,Getafe  (11.),4:0,4,0,0,1,5,1,0,CB,0,0,0
3,1,2013. 1. 30,"Jan 30, 2013",2,12/13,0,FC Barcelona,30,21,Real Madrid,Real Madrid,FC Barcelona,FC Barcelona,1:1,1,1,1,4,1,0,1,Suspension through sports court,90,1,0
3,2,2013. 2. 2,"Feb 2, 2013",1,12/13,1,Granada CF,41,17,Granada CF,Granada CF  (17.),Real Madrid,Real Madrid  (3.),1:0,0,1,2,1,4,1,0,CB,0,0,0
7,2,2013. 2. 9,"Feb 9, 2013",1,12/13,0,Sevilla FC,73,11,Real Madrid,Real Madrid  (3.),Sevilla FC,Sevilla FC  (11.),4:1,4,1,0,0,1,1,1,CB,90,0,0
4,2,2013. 2. 13,"Feb 13, 2013",0,12/13,0,Manchester United,51,0,Real Madrid,Real Madrid,Manchester United,Man Utd,1:1,1,1,1,4,0,1,1,CB,90,0,0
4,2,2013. 2. 17,"Feb 17, 2013",1,12/13,0,Rayo Vallecano,59,6,Real Madrid,Real Madrid  (3.),Rayo Vallecano,Rayo Vallecano  (6.),2:0,2,0,0,1,4,1,1,RB,90,0,0
6,2,2013. 2. 23,"Feb 23, 2013",1,12/13,1,Deportivo de La Coruña,26,20,Deportivo de La Coruña,Dep. La Coruña  (20.),Real Madrid,Real Madrid  (3.),1:2,2,1,0,2,1,0,1,Indirect card suspension,17,1,0
3,2,2013. 2. 26,"Feb 26, 2013",2,12/13,1,FC Barcelona,30,21,FC Barcelona,FC Barcelona,Real Madrid,Real Madrid,1:3,3,1,0,2,2,1,0,CB,0,0,0
4,3,2013. 3. 2,"Mar 2, 2013",1,12/13,0,FC Barcelona,30,1,Real Madrid,Real Madrid  (3.),FC Barcelona,FC Barcelona  (1.),2:1,2,1,0,3,2,1,1,CB,90,0,0
3,3,2013. 3. 5,"Mar 5, 2013",0,12/13,1,Manchester United,51,0,Manchester United,Man Utd,Real Madrid,Real Madrid,1:2,2,1,0,2,3,1,1,CB,90,1,0
5,3,2013. 3. 10,"Mar 10, 2013",1,12/13,1,Celta de Vigo,20,18,Celta de Vigo,Celta de Vigo  (18.),Real Madrid,Real Madrid  (3.),1:2,2,1,0,2,2,1,1,not in squad,90,0,1
6,3,2013. 3. 16,"Mar 16, 2013",1,12/13,0,RCD Mallorca,61,18,Real Madrid,Real Madrid  (2.),RCD Mallorca,RCD Mallorca  (18.),5:2,5,2,0,2,2,1,1,CB,0,0,0
14,3,2013. 3. 30,"Mar 30, 2013",1,12/13,1,Real Zaragoza,67,17,Real Zaragoza,Real Zaragoza  (17.),Real Madrid,Real Madrid  (2.),1:1,1,1,1,5,2,2,1,CB,90,0,0
4,4,2013. 4. 3,"Apr 3, 2013",0,12/13,0,Galatasaray SK,36,0,Real Madrid,Real Madrid,Galatasaray SK,Galatasaray,3:0,3,0,0,1,5,1,2,CB,90,0,0
3,4,2013. 4. 6,"Apr 6, 2013",1,12/13,0,Levante UD,46,10,Real Madrid,Real Madrid  (2.),Levante UD,Levante  (10.),5:1,5,1,0,3,1,0,1,CB,90,0,0
3,4,2013. 4. 9,"Apr 9, 2013",0,12/13,1,Galatasaray SK,36,0,Galatasaray SK,Galatasaray,Real Madrid,Real Madrid,3:2,2,3,2,5,3,1,0,Yellow card suspension,90,0,0
5,4,2013. 4. 14,"Apr 14, 2013",1,12/13,1,Athletic Bilbao,8,14,Athletic Bilbao,Athletic  (14.),Real Madrid,Real Madrid  (2.),0:3,3,0,0,2,5,3,1,RB,0,0,0
6,4,2013. 4. 20,"Apr 20, 2013",1,12/13,0,Real Betis Balompié,62,7,Real Madrid,Real Madrid  (2.),Real Betis Balompié,Real Betis  (7.),3:1,3,1,0,3,2,0,3,not in squad,90,0,0
4,4,2013. 4. 24,"Apr 24, 2013",0,12/13,1,Borussia Dortmund,12,0,Borussia Dortmund,Bor. Dortmund,Real Madrid,Real Madrid,4:1,1,4,2,3,3,1,0,RB,0,0,0
3,4,2013. 4. 27,"Apr 27, 2013",1,12/13,1,Atlético Madrid,9,3,Atlético Madrid,Atlético Madrid  (3.),Real Madrid,Real Madrid  (2.),1:2,2,1,0,1,3,4,1,not in squad,90,0,0
3,4,2013. 4. 30,"Apr 30, 2013",0,12/13,0,Borussia Dortmund,12,0,Real Madrid,Real Madrid,Borussia Dortmund,Bor. Dortmund,2:0,2,0,0,2,1,1,4,CB,0,0,0
4,5,2013. 5. 4,"May 4, 2013",1,12/13,0,Real Valladolid CF,66,12,Real Madrid,Real Madrid  (2.),Real Valladolid CF,Real Valladolid  (12.),4:3,4,3,0,2,2,0,1,Hamstring Injury,90,1,0
4,5,2013. 5. 8,"May 8, 2013",1,12/13,0,Málaga CF,48,6,Real Madrid,Real Madrid  (2.),Málaga CF,Málaga CF  (6.),6:2,6,2,0,4,2,3,0,Hamstring Injury,0,0,0
3,5,2013. 5. 11,"May 11, 2013",1,12/13,1,RCD Espanyol Barcelona,60,11,RCD Espanyol Barcelona,Espanyol  (11.),Real Madrid,Real Madrid  (2.),1:1,1,1,1,6,4,2,3,Hamstring Injury,0,0,0
6,5,2013. 5. 17,"May 17, 2013",2,12/13,1,Atlético Madrid,9,21,Atlético Madrid,Atlético Madrid,Real Madrid,Real Madrid,2:1 AET,1,2,2,1,6,1,2,CB,0,0,0
9,5,2013. 5. 26,"May 26, 2013",1,12/13,1,Real Sociedad,64,4,Real Sociedad,Real Sociedad  (4.),Real Madrid,Real Madrid  (2.),3:3,3,3,1,1,1,2,1,Hamstring Injury,120,0,0
6,6,2013. 6. 1,"Jun 1, 2013",1,12/13,0,CA Osasuna,14,15,Real Madrid,Real Madrid  (2.),CA Osasuna,CA Osasuna  (15.),4:2,4,2,0,3,1,3,2,Hamstring Injury,0,0,0
78,8,2013. 8. 18,"Aug 18, 2013",1,13/14,0,Real Betis Balompié,62,20,Real Madrid,Real Madrid  (3.),Real Betis Balompié,Real Betis  (20.),2:1,2,1,0,4,3,2,3,CB,0,0,0
8,8,2013. 8. 26,"Aug 26, 2013",1,13/14,1,Granada CF,41,8,Granada CF,Granada CF  (8.),Real Madrid,Real Madrid  (6.),0:1,1,0,0,2,4,1,2,CB,90,0,0
6,9,2013. 9. 1,"Sep 1, 2013",1,13/14,0,Athletic Bilbao,8,3,Real Madrid,Real Madrid  (5.),Athletic Bilbao,Athletic  (3.),3:1,3,1,0,1,2,0,1,CB,90,0,0
13,9,2013. 9. 14,"Sep 14, 2013",1,13/14,1,Villarreal CF,89,3,Villarreal CF,Villarreal  (3.),Real Madrid,Real Madrid  (4.),2:2,2,2,1,3,1,1,0,CB,90,0,0
3,9,2013. 9. 17,"Sep 17, 2013",0,13/14,1,Galatasaray SK,36,0,Galatasaray SK,Galatasaray,Real Madrid,Real Madrid,1:6,6,1,0,2,3,2,1,CB,90,0,0
5,9,2013. 9. 22,"Sep 22, 2013",1,13/14,0,Getafe CF,37,14,Real Madrid,Real Madrid  (4.),Getafe CF,Getafe  (14.),4:1,4,1,0,6,2,1,2,on the bench,90,0,1
3,9,2013. 9. 25,"Sep 25, 2013",1,13/14,1,Elche CF,29,17,Elche CF,Elche CF  (17.),Real Madrid,Real Madrid  (3.),1:2,2,1,0,4,6,1,1,CB,0,0,0
3,9,2013. 9. 28,"Sep 28, 2013",1,13/14,0,Atlético Madrid,9,2,Real Madrid,Real Madrid  (3.),Atlético Madrid,Atlético Madrid  (2.),0:1,0,1,2,2,4,1,1,CB,90,0,0
4,10,2013. 10. 2,"Oct 2, 2013",0,13/14,0,FC Copenhagen,32,0,Real Madrid,Real Madrid,FC Copenhagen,FC Copenhagen,4:0,4,0,0,0,2,1,1,on the bench,90,0,0
3,10,2013. 10. 5,"Oct 5, 2013",1,13/14,1,Levante UD,46,9,Levante UD,Levante  (9.),Real Madrid,Real Madrid  (3.),2:3,3,2,0,4,0,0,1,CB,0,0,0
14,10,2013. 10. 19,"Oct 19, 2013",1,13/14,0,Málaga CF,48,10,Real Madrid,Real Madrid  (3.),Málaga CF,Málaga CF  (10.),2:0,2,0,0,3,4,2,0,CB,90,1,0
4,10,2013. 10. 23,"Oct 23, 2013",0,13/14,0,Juventus FC,44,0,Real Madrid,Real Madrid,Juventus FC,Juventus,2:1,2,1,0,2,3,0,2,CB,90,0,0
3,10,2013. 10. 26,"Oct 26, 2013",1,13/14,1,FC Barcelona,30,1,FC Barcelona,FC Barcelona  (1.),Real Madrid,Real Madrid  (3.),2:1,1,2,2,2,2,1,0,DM,90,0,1
4,10,2013. 10. 30,"Oct 30, 2013",1,13/14,0,Sevilla FC,73,10,Real Madrid,Real Madrid  (3.),Sevilla FC,Sevilla FC  (10.),7:3,7,3,0,1,2,2,1,CB,56,0,0
3,11,2013. 11. 2,"Nov 2, 2013",1,13/14,1,Rayo Vallecano,59,19,Rayo Vallecano,Rayo Vallecano  (19.),Real Madrid,Real Madrid  (3.),2:3,3,2,0,7,1,3,2,CB,90,0,0
3,11,2013. 11. 5,"Nov 5, 2013",0,13/14,1,Juventus FC,44,0,Juventus FC,Juventus,Real Madrid,Real Madrid,2:2,2,2,1,3,7,2,3,RB,90,0,0
4,11,2013. 11. 9,"Nov 9, 2013",1,13/14,0,Real Sociedad,64,7,Real Madrid,Real Madrid  (3.),Real Sociedad,Real Sociedad  (7.),5:1,5,1,0,2,3,2,2,Yellow card suspension,90,0,0
14,11,2013. 11. 23,"Nov 23, 2013",1,13/14,1,UD Almería,82,17,UD Almería,UD Almería  (17.),Real Madrid,Real Madrid  (3.),0:5,5,0,0,5,2,1,2,CB,0,0,0
4,11,2013. 11. 27,"Nov 27, 2013",0,13/14,0,Galatasaray SK,36,0,Real Madrid,Real Madrid,Galatasaray SK,Galatasaray,4:1,4,1,0,5,5,0,1,CB,90,0,0
3,11,2013. 11. 30,"Nov 30, 2013",1,13/14,0,Real Valladolid CF,66,17,Real Madrid,Real Madrid  (3.),Real Valladolid CF,Real Valladolid  (17.),4:0,4,0,0,4,5,1,0,CB,26,0,0
7,12,2013. 12. 7,"Dec 7, 2013",2,13/14,1,Olímpic Xàtiva,52,21,Olímpic Xàtiva,Olímpic Xàtiva,Real Madrid,Real Madrid,0:0,0,0,1,4,4,0,1,CB,90,0,0
3,12,2013. 12. 10,"Dec 10, 2013",0,13/14,1,FC Copenhagen,32,0,FC Copenhagen,FC Copenhagen,Real Madrid,Real Madrid,0:2,2,0,0,0,4,0,0,Red card suspension,90,0,0
4,12,2013. 12. 14,"Dec 14, 2013",1,13/14,1,CA Osasuna,14,16,CA Osasuna,CA Osasuna  (16.),Real Madrid,Real Madrid  (3.),2:2,2,2,1,2,0,0,0,CB,0,0,0
4,12,2013. 12. 18,"Dec 18, 2013",2,13/14,0,Olímpic Xàtiva,52,21,Real Madrid,Real Madrid,Olímpic Xàtiva,Olímpic Xàtiva,2:0,2,0,0,2,2,2,0,Indirect card suspension,44,0,0
4,12,2013. 12. 22,"Dec 22, 2013",1,13/14,1,Valencia CF,87,9,Valencia CF,Valencia  (9.),Real Madrid,Real Madrid  (3.),2:3,3,2,0,2,2,0,2,CB,0,0,0
15,1,2014. 1. 6,"Jan 6, 2014",1,13/14,0,Celta de Vigo,20,15,Real Madrid,Real Madrid  (3.),Celta de Vigo,Celta de Vigo  (15.),3:0,3,0,0,3,2,2,0,CB,90,0,0
3,1,2014. 1. 9,"Jan 9, 2014",2,13/14,0,CA Osasuna,14,21,Real Madrid,Real Madrid,CA Osasuna,CA Osasuna,2:0,2,0,0,3,3,0,2,CB,90,0,0
3,1,2014. 1. 12,"Jan 12, 2014",1,13/14,1,RCD Espanyol Barcelona,60,10,RCD Espanyol Barcelona,Espanyol  (10.),Real Madrid,Real Madrid  (3.),0:1,1,0,0,2,3,0,0,CB,90,0,0
3,1,2014. 1. 15,"Jan 15, 2014",2,13/14,1,CA Osasuna,14,21,CA Osasuna,CA Osasuna,Real Madrid,Real Madrid,0:2,2,0,0,1,2,0,0,CB,90,0,0
3,1,2014. 1. 18,"Jan 18, 2014",1,13/14,1,Real Betis Balompié,62,20,Real Betis Balompié,Real Betis  (20.),Real Madrid,Real Madrid  (3.),0:5,5,0,0,2,1,0,0,CB,90,0,0
3,1,2014. 1. 21,"Jan 21, 2014",2,13/14,1,RCD Espanyol Barcelona,60,21,RCD Espanyol Barcelona,Espanyol,Real Madrid,Real Madrid,0:1,1,0,0,5,2,0,0,CB,73,0,0
4,1,2014. 1. 25,"Jan 25, 2014",1,13/14,0,Granada CF,41,10,Real Madrid,Real Madrid  (3.),Granada CF,Granada CF  (10.),2:0,2,0,0,1,5,0,0,CB,90,0,0
3,1,2014. 1. 28,"Jan 28, 2014",2,13/14,0,RCD Espanyol Barcelona,60,21,Real Madrid,Real Madrid,RCD Espanyol Barcelona,Espanyol,1:0,1,0,0,2,1,0,0,CB,90,0,0
5,2,2014. 2. 2,"Feb 2, 2014",1,13/14,1,Athletic Bilbao,8,4,Athletic Bilbao,Athletic  (4.),Real Madrid,Real Madrid  (3.),1:1,1,1,1,1,2,0,0,CB,90,0,0
3,2,2014. 2. 5,"Feb 5, 2014",2,13/14,0,Atlético Madrid,9,21,Real Madrid,Real Madrid,Atlético Madrid,Atlético Madrid,3:0,3,0,0,1,1,1,0,CB,90,0,0
3,2,2014. 2. 8,"Feb 8, 2014",1,13/14,0,Villarreal CF,89,5,Real Madrid,Real Madrid  (3.),Villarreal CF,Villarreal  (5.),4:2,4,2,0,3,1,0,1,CB,90,0,0
3,2,2014. 2. 11,"Feb 11, 2014",2,13/14,1,Atlético Madrid,9,21,Atlético Madrid,Atlético Madrid,Real Madrid,Real Madrid,0:2,2,0,0,4,3,2,0,CB,90,0,0
5,2,2014. 2. 16,"Feb 16, 2014",1,13/14,1,Getafe CF,37,13,Getafe CF,Getafe  (13.),Real Madrid,Real Madrid  (2.),0:3,3,0,0,2,4,0,2,CB,45,0,0
6,2,2014. 2. 22,"Feb 22, 2014",1,13/14,0,Elche CF,29,13,Real Madrid,Real Madrid  (2.),Elche CF,Elche CF  (13.),3:0,3,0,0,3,2,0,0,on the bench,90,0,0
4,2,2014. 2. 26,"Feb 26, 2014",0,13/14,1,FC Schalke 04,33,0,FC Schalke 04,FC Schalke 04,Real Madrid,Real Madrid,1:6,6,1,0,3,3,0,0,CB,0,0,0
4,3,2014. 3. 2,"Mar 2, 2014",1,13/14,1,Atlético Madrid,9,3,Atlético Madrid,Atlético Madrid  (3.),Real Madrid,Real Madrid  (1.),2:2,2,2,1,6,3,1,0,CB,90,0,1
7,3,2014. 3. 9,"Mar 9, 2014",1,13/14,0,Levante UD,46,8,Real Madrid,Real Madrid  (1.),Levante UD,Levante  (8.),3:0,3,0,0,2,6,2,1,CB,90,0,0
6,3,2014. 3. 15,"Mar 15, 2014",1,13/14,1,Málaga CF,48,13,Málaga CF,Málaga CF  (13.),Real Madrid,Real Madrid  (1.),0:1,1,0,0,3,2,0,2,Yellow card suspension,90,0,0
3,3,2014. 3. 18,"Mar 18, 2014",0,13/14,0,FC Schalke 04,33,0,Real Madrid,Real Madrid,FC Schalke 04,FC Schalke 04,3:1,3,1,0,1,3,0,0,CB,0,0,0
5,3,2014. 3. 23,"Mar 23, 2014",1,13/14,0,FC Barcelona,30,3,Real Madrid,Real Madrid  (1.),FC Barcelona,FC Barcelona  (3.),3:4,3,4,2,3,1,1,0,CB,69,0,0
3,3,2014. 3. 26,"Mar 26, 2014",1,13/14,1,Sevilla FC,73,5,Sevilla FC,Sevilla FC  (5.),Real Madrid,Real Madrid  (1.),2:1,1,2,2,3,3,4,1,Red card suspension,64,0,0
3,3,2014. 3. 29,"Mar 29, 2014",1,13/14,0,Rayo Vallecano,59,13,Real Madrid,Real Madrid  (3.),Rayo Vallecano,Rayo Vallecano  (13.),5:0,5,0,0,1,3,2,4,CB,0,0,0
4,4,2014. 4. 2,"Apr 2, 2014",0,13/14,0,Borussia Dortmund,12,0,Real Madrid,Real Madrid,Borussia Dortmund,Bor. Dortmund,3:0,3,0,0,5,1,0,2,CB,90,0,0
3,4,2014. 4. 5,"Apr 5, 2014",1,13/14,1,Real Sociedad,64,5,Real Sociedad,Real Sociedad  (5.),Real Madrid,Real Madrid  (3.),0:4,4,0,0,3,5,0,0,CB,90,0,0
3,4,2014. 4. 8,"Apr 8, 2014",0,13/14,1,Borussia Dortmund,12,0,Borussia Dortmund,Bor. Dortmund,Real Madrid,Real Madrid,2:0,0,2,2,4,3,0,0,CB,90,0,1
4,4,2014. 4. 12,"Apr 12, 2014",1,13/14,0,UD Almería,82,19,Real Madrid,Real Madrid  (3.),UD Almería,UD Almería  (19.),4:0,4,0,0,0,4,2,0,not in squad,90,0,0
4,4,2014. 4. 16,"Apr 16, 2014",2,13/14,1,FC Barcelona,30,21,FC Barcelona,FC Barcelona,Real Madrid,Real Madrid,1:2,2,1,0,4,0,0,2,CB,0,0,0
7,4,2014. 4. 23,"Apr 23, 2014",0,13/14,0,Bayern Munich,11,0,Real Madrid,Real Madrid,Bayern Munich,Bayern Munich,1:0,1,0,0,2,4,1,0,CB,90,0,0
3,4,2014. 4. 26,"Apr 26, 2014",1,13/14,0,CA Osasuna,14,16,Real Madrid,Real Madrid  (3.),CA Osasuna,CA Osasuna  (16.),4:0,4,0,0,1,2,0,1,CB,90,0,0
3,4,2014. 4. 29,"Apr 29, 2014",0,13/14,1,Bayern Munich,11,0,Bayern Munich,Bayern Munich,Real Madrid,Real Madrid,0:4,4,0,0,4,1,0,0,CB,90,1,0
5,5,2014. 5. 4,"May 4, 2014",1,13/14,0,Valencia CF,87,8,Real Madrid,Real Madrid  (3.),Valencia CF,Valencia  (8.),2:2,2,2,1,4,4,0,0,CB,75,2,0
3,5,2014. 5. 7,"May 7, 2014",1,13/14,1,Real Valladolid CF,66,17,Real Valladolid CF,Real Valladolid  (17.),Real Madrid,Real Madrid  (2.),1:1,1,1,1,2,4,2,0,CB,90,1,0
4,5,2014. 5. 11,"May 11, 2014",1,13/14,1,Celta de Vigo,20,9,Celta de Vigo,Celta de Vigo  (9.),Real Madrid,Real Madrid  (3.),2:0,0,2,2,1,2,1,2,CB,90,1,0
6,5,2014. 5. 17,"May 17, 2014",1,13/14,0,RCD Espanyol Barcelona,60,12,Real Madrid,Real Madrid  (3.),RCD Espanyol Barcelona,Espanyol  (12.),3:1,3,1,0,0,1,2,1,CB,90,0,0
7,5,2014. 5. 24,"May 24, 2014",0,13/14,0,Atlético Madrid,9,0,Real Madrid,Real Madrid,Atlético Madrid,Atlético Madrid,4:1 AET,4,1,0,3,0,1,2,CB,90,0,0
93,8,2014. 8. 25,"Aug 25, 2014",1,14/15,0,Córdoba CF,23,20,Real Madrid,Real Madrid  (2.),Córdoba CF,Córdoba CF  (20.),2:0,2,0,0,4,3,1,1,CB,120,1,0
6,8,2014. 8. 31,"Aug 31, 2014",1,14/15,1,Real Sociedad,64,16,Real Sociedad,Real Sociedad  (16.),Real Madrid,Real Madrid  (3.),4:2,2,4,2,2,4,0,1,CB,90,0,0
13,9,2014. 9. 13,"Sep 13, 2014",1,14/15,0,Atlético Madrid,9,6,Real Madrid,Real Madrid  (10.),Atlético Madrid,Atlético Madrid  (6.),1:2,1,2,2,2,2,4,0,CB,90,1,0
3,9,2014. 9. 16,"Sep 16, 2014",0,14/15,0,FC Basel 1893,31,0,Real Madrid,Real Madrid,FC Basel 1893,FC Basel,5:1,5,1,0,1,2,2,4,CB,90,0,0
4,9,2014. 9. 20,"Sep 20, 2014",1,14/15,1,Deportivo de La Coruña,26,9,Deportivo de La Coruña,Dep. La Coruña  (9.),Real Madrid,Real Madrid  (13.),2:8,8,2,0,5,1,1,2,CB,66,0,0
3,9,2014. 9. 23,"Sep 23, 2014",1,14/15,0,Elche CF,29,13,Real Madrid,Real Madrid  (7.),Elche CF,Elche CF  (13.),5:1,5,1,0,8,5,2,1,CB,90,0,0
4,9,2014. 9. 27,"Sep 27, 2014",1,14/15,1,Villarreal CF,89,7,Villarreal CF,Villarreal  (7.),Real Madrid,Real Madrid  (5.),0:2,2,0,0,5,8,1,2,CB,82,0,0
4,10,2014. 10. 1,"Oct 1, 2014",0,14/15,1,PFK Ludogorets Razgrad,57,0,PFK Ludogorets Razgrad,Ludogorets,Real Madrid,Real Madrid,1:2,2,1,0,2,5,0,1,CB,90,0,0
4,10,2014. 10. 5,"Oct 5, 2014",1,14/15,0,Athletic Bilbao,8,16,Real Madrid,Real Madrid  (5.),Athletic Bilbao,Athletic  (16.),5:0,5,0,0,2,2,1,0,CB,90,0,0
13,10,2014. 10. 18,"Oct 18, 2014",1,14/15,1,Levante UD,46,17,Levante UD,Levante  (17.),Real Madrid,Real Madrid  (4.),0:5,5,0,0,5,2,0,1,Thigh Problems,45,0,0
4,10,2014. 10. 22,"Oct 22, 2014",0,14/15,1,Liverpool FC,47,0,Liverpool FC,Liverpool,Real Madrid,Real Madrid,0:3,3,0,0,5,5,0,0,Thigh Problems,0,0,0
3,10,2014. 10. 25,"Oct 25, 2014",1,14/15,0,FC Barcelona,30,1,Real Madrid,Real Madrid  (3.),FC Barcelona,FC Barcelona  (1.),3:1,3,1,0,3,5,0,0,CB,0,0,0
4,10,2014. 10. 29,"Oct 29, 2014",2,14/15,1,UE Cornellà,85,21,UE Cornellà,UE Cornellà,Real Madrid,Real Madrid,1:4,4,1,0,3,3,1,0,not in squad,90,0,0
3,11,2014. 11. 1,"Nov 1, 2014",1,14/15,1,Granada CF,41,14,Granada CF,Granada CF  (14.),Real Madrid,Real Madrid  (3.),0:4,4,0,0,4,3,1,1,CB,0,0,0
3,11,2014. 11. 4,"Nov 4, 2014",0,14/15,0,Liverpool FC,47,0,Real Madrid,Real Madrid,Liverpool FC,Liverpool,1:0,1,0,0,4,4,0,1,CB,90,0,0
4,11,2014. 11. 8,"Nov 8, 2014",1,14/15,0,Rayo Vallecano,59,12,Real Madrid,Real Madrid  (1.),Rayo Vallecano,Rayo Vallecano  (12.),5:1,5,1,0,1,4,0,0,CB,90,0,0
14,11,2014. 11. 22,"Nov 22, 2014",1,14/15,1,SD Eibar,70,10,SD Eibar,SD Eibar  (10.),Real Madrid,Real Madrid  (1.),0:4,4,0,0,5,1,1,0,CB,90,1,0
4,11,2014. 11. 26,"Nov 26, 2014",0,14/15,1,FC Basel 1893,31,0,FC Basel 1893,FC Basel,Real Madrid,Real Madrid,0:1,1,0,0,4,5,0,1,CB,73,0,0
3,11,2014. 11. 29,"Nov 29, 2014",1,14/15,1,Málaga CF,48,6,Málaga CF,Málaga CF  (6.),Real Madrid,Real Madrid  (1.),1:2,2,1,0,1,4,0,0,CB,90,0,0
3,12,2014. 12. 2,"Dec 2, 2014",2,14/15,0,UE Cornellà,85,21,Real Madrid,Real Madrid,UE Cornellà,UE Cornellà,5:0,5,0,0,2,1,1,0,not in squad,90,0,0
4,12,2014. 12. 6,"Dec 6, 2014",1,14/15,0,Celta de Vigo,20,8,Real Madrid,Real Madrid  (1.),Celta de Vigo,Celta de Vigo  (8.),3:0,3,0,0,5,2,0,1,CB,0,0,0
3,12,2014. 12. 9,"Dec 9, 2014",0,14/15,0,PFK Ludogorets Razgrad,57,0,Real Madrid,Real Madrid,PFK Ludogorets Razgrad,Ludogorets,4:0,4,0,0,3,5,0,0,Yellow card suspension,90,0,0
3,12,2014. 12. 12,"Dec 12, 2014",1,14/15,1,UD Almería,82,17,UD Almería,UD Almería  (17.),Real Madrid,Real Madrid  (1.),1:4,4,1,0,4,3,0,0,Yellow card suspension,0,0,0
23,1,2015. 1. 4,"Jan 4, 2015",1,14/15,1,Valencia CF,87,4,Valencia CF,Valencia  (4.),Real Madrid,Real Madrid  (1.),2:1,1,2,2,4,4,1,0,CB,0,0,0
3,1,2015. 1. 7,"Jan 7, 2015",2,14/15,1,Atlético Madrid,9,21,Atlético Madrid,Atlético Madrid,Real Madrid,Real Madrid,2:0,0,2,2,1,4,2,1,CB,90,0,0
3,1,2015. 1. 10,"Jan 10, 2015",1,14/15,0,RCD Espanyol Barcelona,60,10,Real Madrid,Real Madrid  (1.),RCD Espanyol Barcelona,Espanyol  (10.),3:0,3,0,0,0,1,2,2,not in squad,90,0,0
5,1,2015. 1. 15,"Jan 15, 2015",2,14/15,0,Atlético Madrid,9,21,Real Madrid,Real Madrid,Atlético Madrid,Atlético Madrid,2:2,2,2,1,3,0,0,2,CB,0,0,0
3,1,2015. 1. 18,"Jan 18, 2015",1,14/15,1,Getafe CF,37,14,Getafe CF,Getafe  (14.),Real Madrid,Real Madrid  (1.),0:3,3,0,0,2,3,2,0,CB,90,1,0
6,1,2015. 1. 24,"Jan 24, 2015",1,14/15,1,Córdoba CF,23,14,Córdoba CF,Córdoba CF  (14.),Real Madrid,Real Madrid  (1.),1:2,2,1,0,3,2,0,2,CB,90,0,0
7,1,2015. 1. 31,"Jan 31, 2015",1,14/15,0,Real Sociedad,64,11,Real Madrid,Real Madrid  (1.),Real Sociedad,Real Sociedad  (11.),4:1,4,1,0,2,3,1,0,CB,90,0,0
4,2,2015. 2. 4,"Feb 4, 2015",1,14/15,0,Sevilla FC,73,4,Real Madrid,Real Madrid  (1.),Sevilla FC,Sevilla FC  (4.),2:1,2,1,0,4,2,1,1,CB,90,1,0
3,2,2015. 2. 7,"Feb 7, 2015",1,14/15,1,Atlético Madrid,9,3,Atlético Madrid,Atlético Madrid  (3.),Real Madrid,Real Madrid  (1.),4:0,0,4,2,2,4,1,1,Torn muscle bundle,9,0,0
